571.84552	-2.93036E-6
571.89124	4.69021E-8
571.93695	-4.09574E-8
571.98267	-4.99709E-8
572.02838	-4.01032E-7
572.0741	3.26164E-7
572.11981	3.55752E-6
572.16553	2.34867E-6
572.21124	2.9341E-6
572.2569	7.35737E-6
572.30261	6.26579E-6
572.34833	7.1472E-6
572.39404	9.66947E-6
572.43976	1.22541E-5
572.48547	1.22593E-5
572.53113	1.19318E-5
572.57684	1.00782E-5
572.62256	4.20232E-6
572.66821	9.693E-6
572.71393	1.52465E-5
572.75964	1.12773E-5
572.8053	5.36712E-6
572.85101	-3.28949E-6
572.89667	-2.92018E-6
572.94238	4.52092E-6
572.98804	1.04769E-5
573.03375	8.33375E-6
573.07941	1.06228E-5
573.12512	1.53157E-5
573.17078	1.03529E-5
573.21649	9.37245E-6
573.26215	9.395E-6
573.3078	9.65234E-6
573.35352	8.55147E-6
573.39917	6.81696E-6
573.44482	1.07421E-5
573.49048	1.94843E-5
573.53619	1.49859E-5
573.58185	9.21994E-6
573.6275	1.17995E-5
573.67316	1.0765E-5
573.71881	8.50698E-6
573.76447	7.59026E-6
573.81012	7.77058E-7
573.85577	-5.74887E-6
573.90143	-4.63733E-6
573.94708	-5.18676E-6
573.99274	4.19696E-6
574.03839	6.22741E-6
574.08405	4.05919E-6
574.1297	2.94771E-6
574.17535	-1.38946E-6
574.22101	-1.79459E-6
574.26666	-6.17389E-7
574.31226	2.11668E-6
574.35791	1.42064E-6
574.40356	-3.36893E-6
574.44922	-8.21624E-6
574.49481	-7.50972E-7
574.54047	1.63307E-8
574.58612	5.84413E-6
574.63171	1.02025E-5
574.67737	1.45994E-6
574.72302	3.324E-6
574.76862	4.97265E-6
574.81427	2.42949E-6
574.85986	2.06751E-6
574.90552	5.02387E-6
574.95111	7.20404E-6
574.9967	7.41846E-6
575.04236	-1.90069E-6
575.08795	-3.65434E-7
575.13361	-2.32362E-6
575.1792	3.20411E-6
575.22479	3.45031E-6
575.27045	-3.4941E-6
575.31604	-7.80295E-6
575.36163	-7.84651E-6
575.40723	-9.22252E-6
575.45282	5.81914E-7
575.49847	6.52699E-6
575.54407	4.40338E-6
575.58966	2.19816E-6
575.63525	-4.75449E-6
575.68085	-1.20464E-6
575.72644	1.52621E-6
575.77203	-2.60504E-6
575.81763	2.50799E-6
575.86322	2.97599E-6
575.90881	-2.64801E-6
575.95441	3.59813E-6
576	3.43226E-6
576.04559	-2.28653E-6
576.09113	-1.85096E-6
576.13672	9.50856E-7
576.18231	-1.49919E-6
576.22791	-6.38397E-6
576.2735	-3.67058E-7
576.31903	1.09739E-5
576.36462	3.28534E-6
